Order_ID,Latitude,Longitude,Order_Value_PKR,Category,Order_Timestamp
ORD-34355,24.934970073479118,67.01238069904733,1387,Personal Care,2026-02-14 15:33:00
ORD-12734,24.840551968093543,67.03624055835053,2894,Pharmacy,2026-04-03 18:43:00
ORD-14859,24.84058818502142,67.0366761147251,2282,Snacks,2026-03-09 20:38:00
ORD-2706,24.833380560895133,67.01496480813748,3117,Pharmacy,2026-05-02 20:08:00
ORD-3030,24.818124258657114,67.01499747811273,4218,Grocery,2026-02-26 12:49:00
ORD-36944,24.947874395048565,67.05627241987125,3517,Pharmacy,2026-04-20 21:19:00
ORD-13268,24.81375656999424,67.03691049378924,3307,Grocery,2026-03-29 15:15:00
ORD-2625,24.82717490702502,67.04597521098425,4733,Pharmacy,2026-03-23 20:24:00
ORD-22665,24.928877813380872,67.09454620634078,4618,Pharmacy,2026-04-03 10:20:00
ORD-7263,24.80832784784985,67.02305409977522,5663,Personal Care,2026-03-23 02:03:00
ORD-42253,24.96027475748492,67.05961189642797,5767,Personal Care,2026-03-08 13:47:00
ORD-2297,24.812063979509556,67.05294086178357,5095,Personal Care,2026-03-03 12:41:00
ORD-38470,24.97091110007768,67.03472963592655,1416,Pharmacy,2026-03-03 20:17:00
ORD-33214,24.908846863554217,67.03923868107746,2185,Grocery,2026-05-01 20:05:00
ORD-31864,24.925362363321856,67.05791587865548,1280,Grocery,2026-04-25 13:59:00
ORD-9546,24.83565559988847,67.0431389639255,591,Grocery,2026-04-15 10:29:00
ORD-11606,24.827288212689297,67.01937712651474,2378,Personal Care,2026-04-14 13:14:00
ORD-4742,24.812871818680275,67.04230675650923,2806,Grocery,2026-02-18 20:13:00
ORD-21961,24.920416601610228,67.04840336114445,5821,Personal Care,2026-04-05 22:28:00
ORD-31471,24.919735077843335,67.02008812210529,580,Grocery,2026-02-15 20:39:00
ORD-15159,24.92672580624553,67.09126732929772,6171,Grocery,2026-04-21 14:38:00
ORD-5534,24.81168698382461,67.04128399756219,653,Grocery,2026-04-25 20:50:00
ORD-43907,24.96150098687864,67.03703637294623,6086,Grocery,2026-05-03 18:10:00
ORD-18553,24.9249281575188,67.0777160809199,5655,Snacks,2026-03-15 18:11:00
ORD-23395,24.907791208911924,67.08747469618584,5505,Snacks,2026-02-13 08:02:00
ORD-40149,24.943436227312542,67.02605480359385,2068,Grocery,2026-04-04 13:33:00
ORD-41697,24.931243918504787,67.02412833833918,3687,Snacks,2026-03-22 08:26:00
ORD-37870,24.93882874460424,67.03724026365127,1372,Pharmacy,2026-04-03 20:57:00
ORD-6185,24.82778142159276,67.03993686450528,3927,Snacks,2026-03-22 00:36:00
ORD-28062,24.910671468357197,67.07465185490003,5722,Personal Care,2026-04-15 13:04:00
ORD-32099,24.948856833995716,67.04258431598292,2723,Snacks,2026-03-02 12:20:00
ORD-27639,24.892274950400584,67.08198466760287,5315,Personal Care,2026-02-20 20:01:00
ORD-24013,24.922038630600987,67.10099280449968,2236,Snacks,2026-02-15 12:05:00
ORD-1115,24.808185029615437,67.0362865926015,1080,Personal Care,2026-02-23 13:41:00
ORD-19017,24.9273862900031,67.08818220770993,3359,Personal Care,2026-04-14 12:58:00
ORD-6606,24.82196353982672,67.03811627635237,3913,Snacks,2026-03-05 08:34:00
ORD-40244,24.91931492238808,67.03882011147354,5380,Grocery,2026-04-01 17:28:00
ORD-16028,24.8945341897198,67.09255235992522,5449,Grocery,2026-03-07 20:34:00
ORD-13603,24.813480389354947,67.02743271842012,5863,Grocery,2026-02-20 21:29:00
ORD-8280,24.814133420084172,67.03605178291394,2397,Pharmacy,2026-05-03 22:14:00
ORD-3190,24.81101749158869,67.05886023148197,4613,Snacks,2026-02-16 18:19:00
ORD-17103,24.93742009108062,67.07811797995038,1430,Personal Care,2026-04-27 14:45:00
ORD-8909,24.823981703163856,67.01825160073311,4326,Snacks,2026-02-24 17:49:00
ORD-21866,24.9146482525211,67.09416604252286,5625,Snacks,2026-04-30 20:24:00
ORD-30879,24.95182811474968,67.02791855414387,4592,Personal Care,2026-04-02 10:40:00
ORD-17705,24.88779793285934,67.13593704281416,6413,Snacks,2026-03-01 11:11:00
ORD-37969,24.934815537103848,67.05119549391497,5315,Personal Care,2026-02-24 14:46:00
ORD-3706,24.813459277588667,67.03153150790493,4989,Pharmacy,2026-03-07 13:12:00
ORD-16110,24.925502076195475,67.07566351959167,3430,Grocery,2026-02-21 12:37:00
ORD-22878,24.917641347966537,67.10739509007979,2530,Snacks,2026-04-23 21:42:00
ORD-27918,24.898257563817243,67.07318272337095,3207,Grocery,2026-04-08 13:46:00
ORD-1001,24.81071322262791,67.02726223009104,6405,Grocery,2026-04-28 13:39:00
ORD-4244,24.832499503168236,67.02417047897085,2001,Personal Care,2026-02-19 20:41:00
ORD-22532,24.90580660416786,67.08549141972013,4055,Pharmacy,2026-05-01 22:58:00
ORD-9085,24.85598605129505,67.04192349958925,2478,Snacks,2026-04-24 13:34:00
ORD-3126,24.80295387037382,67.01773999537573,3248,Grocery,2026-04-04 21:13:00
ORD-37840,24.937457685134696,67.0337745424843,2320,Pharmacy,2026-03-30 19:46:00
ORD-19317,24.957604368477394,67.09272840102197,4428,Pharmacy,2026-03-10 14:49:00
ORD-22716,24.92562885492293,67.1016136797166,4569,Pharmacy,2026-02-18 18:40:00
ORD-2731,24.84271143579614,67.04090378254205,5298,Grocery,2026-05-01 13:23:00
ORD-0673,24.843294740035475,67.02586571325813,3283,Pharmacy,2026-02-11 10:01:00
ORD-30458,24.95018197012173,67.04601223959014,1606,Personal Care,2026-03-01 12:25:00
ORD-1656,24.81738105225012,67.03411005820524,6075,Snacks,2026-03-29 22:56:00
ORD-25632,24.91185763141223,67.07329446129027,4634,Snacks,2026-02-24 00:58:00
ORD-24954,24.91063069681086,67.1023067361121,3628,Pharmacy,2026-05-02 18:10:00
ORD-40020,24.934779272922235,67.04266743863977,3750,Snacks,2026-02-15 20:31:00
ORD-26448,24.903203351919768,67.11209660778488,3128,Grocery,2026-03-26 10:04:00
ORD-7733,24.821165831900515,67.06576778991672,2101,Pharmacy,2026-04-17 13:42:00
ORD-24744,24.92045364517624,67.10109332463625,4222,Grocery,2026-04-26 07:19:00
ORD-4731,24.83979951674412,67.01069023885451,611,Snacks,2026-04-11 14:57:00
ORD-24107,24.898753761744715,67.09832219020939,955,Personal Care,2026-04-02 21:46:00
ORD-30241,24.953653372727427,67.06198833904561,5997,Personal Care,2026-03-31 20:26:00
ORD-33331,24.93392688884009,67.06253062720036,6266,Personal Care,2026-02-15 09:24:00
ORD-12893,24.81692998974317,67.05441195220682,2208,Grocery,2026-05-04 19:54:00
ORD-39482,24.93248589928948,67.05550592628856,6129,Personal Care,2026-02-11 20:55:00
ORD-37548,24.91487369984904,67.06656192070545,5429,Snacks,2026-05-03 20:34:00
ORD-23030,24.92393961092006,67.11318058437936,3657,Pharmacy,2026-05-01 19:00:00
ORD-7950,24.822043275407925,67.02982764420598,4857,Snacks,2026-03-16 12:46:00
ORD-30228,24.94016788227445,67.07199901516876,6252,Pharmacy,2026-04-09 11:29:00
ORD-32892,24.94947344007004,67.04223945340635,3204,Personal Care,2026-03-22 11:37:00
ORD-1220,24.80220605407592,66.9950144767589,3472,Snacks,2026-05-02 10:19:00
ORD-6886,24.806619078502155,67.05513302357218,4936,Pharmacy,2026-03-11 11:32:00
ORD-1711,24.82249516651333,67.0500404339854,4332,Personal Care,2026-03-16 21:51:00
ORD-29585,24.90584618502385,67.0776450990047,1710,Pharmacy,2026-03-15 20:32:00
ORD-5837,24.84308676918436,67.01725679914998,3470,Snacks,2026-04-07 19:38:00
ORD-26504,24.93103448539105,67.09254980814899,4455,Personal Care,2026-03-24 19:32:00
ORD-41590,24.95409789954128,67.03962161247979,1138,Pharmacy,2026-04-10 16:10:00
ORD-20006,24.92543754487399,67.09697958262383,2451,Snacks,2026-02-24 18:35:00
ORD-14895,24.822700532249588,67.03256324874052,4250,Snacks,2026-04-07 12:17:00
ORD-38622,24.91000360402575,67.05452606533295,4750,Grocery,2026-02-20 14:03:00
ORD-15807,24.910616297411977,67.09711097592825,2446,Personal Care,2026-03-20 13:49:00
ORD-4833,24.824205156845927,67.00559580248125,6084,Personal Care,2026-03-05 12:38:00
ORD-5343,24.825697577115896,67.04619276683951,4725,Pharmacy,2026-02-22 16:01:00
ORD-37451,24.916231617554068,67.03925341122894,554,Personal Care,2026-04-12 20:43:00
ORD-30901,24.9037198794407,67.0288099289519,6127,Grocery,2026-03-29 15:44:00
ORD-30344,24.928786671617612,67.03156119376487,1185,Grocery,2026-04-01 13:44:00
ORD-39719,24.935827212157832,67.02811086290347,1684,Snacks,2026-03-29 09:36:00
ORD-5858,24.806073930514867,67.04707103536195,4404,Grocery,2026-03-02 22:14:00
ORD-12336,24.795395291609733,66.99163836500946,4044,Personal Care,2026-03-05 13:47:00
ORD-6194,24.812099500594915,67.04055748810636,4161,Pharmacy,2026-02-25 08:46:00
ORD-19100,24.94276922792424,67.12823864460556,6089,Snacks,2026-04-17 22:20:00
ORD-31344,24.939717255966237,67.05892563711531,3866,Personal Care,2026-05-05 14:30:00
ORD-5866,24.80627007122881,67.0255407176694,3136,Snacks,2026-02-12 20:29:00
ORD-14624,24.816024112830213,67.01919799628357,6193,Personal Care,2026-03-28 19:04:00
ORD-0430,24.8006138971821,67.02122134114985,1609,Grocery,2026-04-03 15:07:00
ORD-12859,24.82613286880664,67.01861386133282,3231,Pharmacy,2026-03-09 20:56:00
ORD-30529,24.92566591244372,67.04902675383752,5749,Grocery,2026-04-02 13:36:00
ORD-21427,24.91567965422404,67.0855074560868,5642,Pharmacy,2026-02-18 14:11:00
ORD-8421,24.8097575211,67.02097017866652,2540,Snacks,2026-03-20 18:09:00
ORD-39661,24.952737111354384,67.03709502802417,3412,Snacks,2026-03-12 00:02:00
ORD-18629,24.927671347113822,67.0914051935307,3565,Personal Care,2026-03-01 12:57:00
ORD-11848,24.835478285322527,67.0167004858329,4850,Snacks,2026-04-05 21:59:00
ORD-34697,24.95848000367897,67.04561588084927,1016,Snacks,2026-04-20 18:44:00
ORD-36233,24.92404972341337,67.06518146961926,2375,Personal Care,2026-04-12 11:46:00
ORD-0812,24.824618224188576,67.03612877749171,5293,Personal Care,2026-03-11 16:36:00
ORD-14816,24.811448179397622,67.02402775948109,4467,Pharmacy,2026-05-01 16:08:00
ORD-1705,24.82483396993928,67.02224050333221,2827,Pharmacy,2026-03-30 14:25:00
ORD-39139,24.93811713609272,67.04679959102944,1105,Personal Care,2026-04-21 14:21:00
ORD-37514,24.92888674395106,67.03764301901045,5417,Pharmacy,2026-04-15 17:18:00
ORD-10895,24.804241052810475,67.02181247570243,6448,Grocery,2026-02-05 22:08:00
ORD-21669,24.91512153541416,67.11634188855493,6273,Pharmacy,2026-05-01 19:27:00
ORD-35102,24.93685163327995,67.04650240166355,1659,Personal Care,2026-04-02 20:38:00
ORD-33550,24.91857120053044,67.05775888718713,2465,Pharmacy,2026-04-02 10:42:00
ORD-39127,24.94064992792267,67.05154633676752,2500,Personal Care,2026-02-15 11:29:00
ORD-41288,24.923608955147586,67.03854759072983,3469,Grocery,2026-03-29 22:42:00
ORD-24021,24.93936875037242,67.10683023142502,2502,Pharmacy,2026-03-11 12:42:00
ORD-5427,24.814664232225194,67.07749094239881,4979,Grocery,2026-04-30 12:28:00
ORD-30560,24.940381235947942,67.01726963448903,6450,Pharmacy,2026-04-12 15:20:00
ORD-41540,24.940030297713992,67.05594271950649,3796,Personal Care,2026-03-28 22:31:00
ORD-31449,24.919688306068927,67.0323742430477,2206,Personal Care,2026-02-09 20:42:00
ORD-3456,24.8408362888407,67.03192933692648,3423,Personal Care,2026-04-19 19:56:00
ORD-2136,24.83508425993157,67.02603465440343,2031,Personal Care,2026-03-28 18:34:00
ORD-22754,24.90296069881535,67.0891532134326,3497,Personal Care,2026-02-23 09:36:00
ORD-6435,24.822836823842326,67.00517803368581,3859,Snacks,2026-02-21 10:25:00
ORD-8240,24.816139891779496,67.03989953773242,2492,Personal Care,2026-02-05 14:17:00
ORD-28305,24.900903610214137,67.11114855780194,5003,Personal Care,2026-02-06 19:42:00
ORD-12759,24.848450386334456,67.02614867926395,3460,Pharmacy,2026-03-15 14:09:00
ORD-29096,24.918437143541105,67.10285387936266,3476,Snacks,2026-03-03 19:50:00
ORD-34641,24.931077220975453,67.04273476852579,895,Grocery,2026-03-19 09:20:00
ORD-43056,24.93179305540582,67.03948831270436,4067,Snacks,2026-04-27 13:00:00
ORD-2361,24.849257835822986,67.01076266739526,4364,Personal Care,2026-03-24 13:52:00
ORD-23700,24.93998603396622,67.0785759193658,700,Snacks,2026-04-26 19:37:00
ORD-27712,24.92246610356222,67.08126008689948,4099,Snacks,2026-04-16 17:27:00
ORD-16907,24.91600639731389,67.13942440803207,4978,Pharmacy,2026-05-03 20:25:00
ORD-8342,24.80682479988996,67.05457697565143,4389,Snacks,2026-02-07 20:35:00
ORD-31863,24.93134967856362,67.04785408226502,3214,Grocery,2026-05-02 21:21:00
ORD-2056,24.820659795341285,67.02203819817129,5771,Pharmacy,2026-02-25 17:47:00
ORD-6315,24.803582058350592,67.04894412132963,5431,Snacks,2026-02-17 18:54:00
ORD-18464,24.940937158400885,67.07657331160684,3098,Snacks,2026-04-04 16:34:00
ORD-40772,24.94907105513976,67.04364709305456,6183,Grocery,2026-03-05 20:15:00
ORD-16254,24.93229665069933,67.0867782503025,3151,Personal Care,2026-03-23 15:23:00
ORD-34383,24.910781347872177,67.03116708237533,2525,Pharmacy,2026-02-13 08:46:00
ORD-5378,24.837639395269427,67.02521362298101,940,Snacks,2026-02-14 20:54:00
ORD-2186,24.839632317412672,67.03180635212141,2483,Grocery,2026-03-30 20:27:00
ORD-5081,24.827576744586185,67.01806640932304,5317,Personal Care,2026-03-26 09:56:00
ORD-28898,24.906063997221896,67.0952539247842,914,Personal Care,2026-02-12 20:29:00
ORD-23785,24.939195578227164,67.06324945027824,4996,Personal Care,2026-02-05 12:44:00
ORD-16592,24.942443045908558,67.10925042473237,2305,Grocery,2026-03-01 14:16:00
ORD-9166,24.81593710934781,67.02439229666035,3962,Grocery,2026-02-12 14:44:00
ORD-11394,24.822748060590094,67.01124157206341,4689,Pharmacy,2026-03-02 10:18:00
ORD-26396,24.933118243269043,67.09745824891073,830,Snacks,2026-03-29 09:25:00
ORD-33927,24.93356532522674,67.02003964715905,1404,Pharmacy,2026-05-03 21:49:00
ORD-27381,24.89363966758192,67.07551841666499,5646,Personal Care,2026-03-18 12:06:00
ORD-16581,24.89791093063373,67.10459308167445,1960,Snacks,2026-04-11 18:26:00
ORD-26657,24.9072670247938,67.08591345569437,3338,Grocery,2026-04-30 19:55:00
ORD-16512,24.929470899541204,67.11260124544012,1817,Personal Care,2026-03-10 20:05:00
ORD-31145,24.939645151790614,67.05485171247274,1486,Pharmacy,2026-02-12 13:05:00
ORD-24577,24.91909450351873,67.09416605934564,2472,Snacks,2026-03-07 13:05:00
ORD-26058,24.91526160880785,67.09182901477911,539,Pharmacy,2026-03-25 08:20:00
ORD-2112,24.82974214075436,67.0204860433282,5515,Grocery,2026-03-23 13:46:00
ORD-32504,24.93045594380132,67.03934033074583,3311,Snacks,2026-02-16 13:18:00
ORD-12473,24.82332047363936,67.04119900877906,1475,Grocery,2026-04-29 08:32:00
ORD-13255,24.842726918925585,67.03212726309641,1861,Grocery,2026-03-18 22:04:00
ORD-30084,24.937881578377183,67.03577045253417,1723,Grocery,2026-03-16 15:42:00
ORD-32293,24.935656788557782,67.04586980665667,6266,Grocery,2026-03-10 20:05:00
ORD-36525,24.94239727081504,67.05273634809281,1419,Snacks,2026-03-13 20:05:00
ORD-43451,24.921346487386742,67.02999752097861,6433,Snacks,2026-03-01 18:59:00
ORD-14647,24.818509019153822,67.05679741716939,4746,Snacks,2026-03-17 22:29:00
ORD-24413,24.915009604201668,67.1157816032884,1594,Pharmacy,2026-04-03 19:22:00
ORD-36318,24.922582964593317,67.04382611851237,5829,Grocery,2026-04-13 20:40:00
ORD-24251,24.9362716533905,67.08320414617818,5600,Snacks,2026-03-25 09:01:00
ORD-17610,24.877909041458174,67.11418616142093,617,Pharmacy,2026-02-23 21:39:00
ORD-31453,24.93168826300412,67.04224491320153,4671,Snacks,2026-02-18 14:55:00
ORD-36495,24.94503685272567,67.04805813046472,4187,Grocery,2026-03-20 10:46:00
ORD-2545,24.824999837132644,67.0009577315401,1274,Personal Care,2026-02-15 13:55:00
ORD-33899,24.939518628934145,67.05786337918391,4177,Snacks,2026-03-13 12:34:00
ORD-6111,24.81131388621153,67.04845973023798,4543,Snacks,2026-03-21 23:26:00
ORD-13173,24.82021346693111,67.01164852968448,5691,Snacks,2026-03-13 18:21:00
ORD-0315,24.78414063064094,67.02935666976596,1168,Pharmacy,2026-04-21 21:25:00
ORD-17147,24.9189061072366,67.11882841277445,1741,Personal Care,2026-03-25 21:09:00
ORD-10407,24.76212223794993,67.0316236685451,4612,Pharmacy,2026-04-24 08:13:00
ORD-18713,24.95398565869137,67.09319930646527,510,Personal Care,2026-02-26 18:42:00
ORD-25204,24.920767103586986,67.07565780596255,2371,Grocery,2026-02-14 15:16:00
ORD-19765,24.92902251649365,67.1034120938421,5733,Grocery,2026-03-13 20:08:00
ORD-44679,24.92557592544309,67.02385049868285,3240,Personal Care,2026-02-18 13:37:00
ORD-9445,24.8004363908347,67.03429408595176,3820,Grocery,2026-03-19 12:59:00
ORD-32573,24.928151142462816,67.06239522005875,3180,Grocery,2026-03-20 19:43:00
ORD-15189,24.913899914566844,67.09689829629997,5566,Pharmacy,2026-02-16 13:42:00
ORD-7475,24.799521056263824,67.04551337964017,2464,Grocery,2026-04-04 20:57:00
ORD-6405,24.822887718981733,67.04562992526265,2670,Grocery,2026-04-20 12:50:00
ORD-26644,24.92751882816645,67.09129226542001,975,Snacks,2026-04-13 10:43:00
ORD-34895,24.970333305773423,67.03699652637007,613,Pharmacy,2026-03-19 13:02:00
ORD-11029,24.814113878961656,67.04143327088731,5003,Grocery,2026-03-17 11:37:00
ORD-6758,24.811363873949432,67.02987592538041,1761,Snacks,2026-02-07 19:21:00
ORD-5502,24.84456659119928,67.02357285566322,1584,Snacks,2026-03-03 12:16:00
